grammar_name_en,grammar_name_jp,meaning,how_to_use_html,example_1,example_2,source
ni kako tsukete,にかこつけて,Learn Japanese grammar: (ni kako tsukete). Meaning: to use as a pretext; to use as an excuse.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td>にかこつけて</td></tr></tbody></table>",Example #1夫はいつも仕事にかこつけて帰りが遅いです。hintromajiEnglishおっとはいつもしごとにかこつけてかえりがおそいです。otto wa itsumo shigoto ni kako tsukete kaeri ga osoi desu.My husband always comes home late with work as his excuse.,"Example #2友人の結婚式にかこつけて彼女はたくさん服を買った。hintromajiEnglishゆうじんのけっこんしきにかこつけてかのじょはたくさんふくをかった。yuujin no kekkonshiki ni kako tsukete kanojo wa takusan fuku o katta.Using the excuse of attending her best friend's wedding, she bought a lot of clothes.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%8b%e3%81%93%e3%81%a4%e3%81%91%e3%81%a6-ni-kako-tsukete-meaning/
ni kamakete,にかまけて,to be too busy; to focus / concentrate only on ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%8b%e3%81%be%e3%81%91%e3%81%a6-ni-kamakete-meaning/
ni katakunai,に難くない（にかたくない）,"Learn Japanese grammar: 【にかたくない】(ni katakunai). Meaning: easy to do; it’s not hard to ~. This is often used with「想像」to imagine、「理解」to understand、「推測」to guess, etc.","<table class=""table table-bordered table-sm usage""><tbody><tr><td>verb (dictionary)</td><td rowspan=""2"">にかたくない</td></tr><tr><td>Noun</td></tr></tbody></table>",Example #1彼らが離婚したことは想像に難くない。hintromajiEnglishかれらがりこんしたことはそうぞうにたかくない。karera ga rikon shita koto wa souzou ni katakunai.It's not hard to imagine that they got divorced.,"Example #2１点足りず合格できなかった彼の悔しさは、想像に難くない。hintromajiEnglish１てんたりずごうかくできなかったかれのくやしさは、そうぞうにかたくない。1 ten tarizu goukaku dekinakatta kare no kuyashisa wa, souzou ni katakunai.It is not difficult to imagine his regret for not being able to pass the exam because of missing 1 point.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e9%9b%a3%e3%81%8f%e3%81%aa%e3%81%84-%e3%81%ab%e3%81%8b%e3%81%9f%e3%81%8f%e3%81%aa%e3%81%84-ni-katakunai-meaning/
ni matsuwaru,にまつわる,to be related to; to concern; associated with ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%be%e3%81%a4%e3%82%8f%e3%82%8b-ni-matsuwaru-meaning/
ni nottotte,に則って（にのっとって）,Learn Japanese grammar: 【にのっとって】(ni nottotte). Meaning: based on; according to; in accordance with ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td>に則って</td></tr></tbody></table>",Example #1私はその契約に則って支払います。hintromajiEnglishわたしはそのけいやくにのっとってしはらいます。watashi wa sono keiyaku ni nottotte shiharaimasu.I will pay according to the contract.,"Example #2日本に住んでいるのだから、日本のルールに則って生活する必要がある。hintromajiEnglishにほんにすんでいるのだから、にほんのルールにのっとってせいかつするひつようがある。nihon ni sunde iru no dakara, nihon no ruuru ni nottotte seikatsu suru hitsuyou ga aru.Since I live in Japan, I need to live according to Japanese rules.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e5%89%87%e3%81%a3%e3%81%a6-%e3%81%ab%e3%81%ae%e3%81%a3%e3%81%a8%e3%81%a3%e3%81%a6-ni-nottotte-meaning/
ni sakigakete,に先駆けて（にさきがけて）,prior to; to be the first (pioneer); being ahead of ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e5%85%88%e9%a7%86%e3%81%91%e3%81%a6-%e3%81%ab%e3%81%95%e3%81%8d%e3%81%8c%e3%81%91%e3%81%a6-ni-sakigakete-meaning/
ni shinobinai,に忍びない（にしのびない）,Learn Japanese grammar: 【にしのびない】(ni shinobinai). Meaning: cannot bring oneself (to do); unable to bear ~. This expresses that doing [X] is either something the speaker...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (dictionary)</td><td>に忍びない</td></tr></tbody></table>",Example #1熱でつらそうな子供を見るに忍びない。hintromajiEnglishねつでつらそうなこどもをみるにしのびない。netsu de tsurasouna kodomo o miru ni shinobinai.It pains my heart to see a child suffering with a fever.,"Example #2お父さんが仕事で疲れて寝ているので、起こすに忍びない。hintromajiEnglishおとうさんがしごとでつかれてねているので、おこすにしのびない。otousan ga shigoto de tsukarete nete iru node, okosu ni shinobinai.My dad is tired from work and sleeping, so I can't bear to wake him up.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e5%bf%8d%e3%81%b3%e3%81%aa%e3%81%84-%e3%81%ab%e3%81%97%e3%81%ae%e3%81%b3%e3%81%aa%e3%81%84-ni-shinobinai-meaning/
ni shita tokoro de / to shita tokoro de,にしたところで / としたところで,even if; even supposing that ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%97%e3%81%9f%e3%81%a3%e3%81%a6-%e3%81%ab%e3%81%97%e3%81%9f%e3%81%a8%e3%81%93%e3%82%8d%e3%81%a7-ni-shitatte-meaning/
ni shite,にして,"Learn Japanese grammar: (ni shite). Meaning: at / on / under certain conditions (time, position, age, number of times). This is an expression used to...","<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td>にして</td></tr></tbody></table>","Example #1３回目にして、やっとN１に合格することができた。hintromajiEnglish３かいめいにして、やっとN１にごうかくすることができた。3 kai me ni shite, yatto N1 ni goukaku suru koto ga dekimashita.I finally passed the JLPT N1 on my 3rd try!","Example #2田中さんは18歳にして、社長になった。hintromajiEnglishたなかさんは18さいにして、しゃちょうになった。tanaka san wa 18 sai ni shite, shachou ni natta.Mr. Tanaka became a company president when he was only 18.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%97%e3%81%a6-ni-shite-meaning/
ni sokushite,に即して（にそくして）,according to; in keeping with; to be based on ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e5%8d%b3%e3%81%97%e3%81%a6-%e3%81%ab%e3%81%9d%e3%81%8f%e3%81%97%e3%81%a6-ni-sokushite-meaning/
ni taeru / ni taenai,に耐える / に耐えない（にたえる / にたえない）,Learn Japanese grammar: 【にたえる / にたえない】(ni taeru / ni taenai). Meaning: worth doing; can do; cannot bear doing ~. This is often written in hiragana...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (dictionary form)</td><td rowspan=""2"">に耐える / に堪える<br/>に堪える / に堪えない<br/>にたえる / にたえない</td></tr><tr><td>Noun</td></tr></tbody></table>",Example #1この展示は鑑賞に耐える作品が少ない。hintromajiEnglishこのてんじはかんしょうにたえるさくひんがすくない。kono tenji wa kanshou ni taeru sakuhin ga sukunai.There are not many works of art which are worth looking at in this exhibition.,"Example #2今年は鑑賞に堪える日本の映画が多くて、とてもよかった。hintromajiEnglishことしはかんしょうにたえるにほんのえいががおおくて、とてもよかった。kotoshi wa kanshou ni taeru nihon no eiga ga ookute, totemo yokatta.It was great that there were many Japanese movies this year that were worthy of appreciation.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e8%80%90%e3%81%88%e3%82%8b-%e3%81%ab%e8%80%90%e3%81%88%e3%81%aa%e3%81%84-%e3%81%ab%e3%81%9f%e3%81%88%e3%82%8b-%e3%81%ab%e3%81%9f%e3%81%88%e3%81%aa%e3%81%84-ni-taeru-ni-taenai-meaning/
ni taranai / ni tarinai,に足らない / に足りない（にたらない / にたりない）,Learn Japanese grammar: 【にたらない / にたりない】(ni taranai / ni tarinai). Meaning: cannot; not worthy; not worth doing ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (dictionary form)</td><td rowspan=""2"">に足らない<br/>に足りない</td></tr><tr><td>Noun<br/>※ must be suru verb.</td></tr></tbody></table>",Example #1それは取るに足らない話だ。hintromajiEnglishそれはとるにたらないはなしだ。sore wa toru ni taranai hanashi da.That's not a story worth mentioning.,Example #2彼は頼むに足りない人だ。hintromajiEnglishかれはたのむにたりないひとだ。kare wa tonomu ni tarinai hito da.He is an unreliable person.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e8%b6%b3%e3%82%89%e3%81%aa%e3%81%84-%e3%81%ab%e8%b6%b3%e3%82%8a%e3%81%aa%e3%81%84-ni-taranai-ni-tarinai-meaning/
ni taru / ni tariru,に足る / に足りる（にたる / にたりる）,can do; worthy; worth doing,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e8%b6%b3%e3%82%8b-%e3%81%ab%e8%b6%b3%e3%82%8a%e3%82%8b-ni-taru-ni-tariru-meaning/
ni terashite,に照らして（にてらして）,Learn Japanese grammar: 【にてらして】(ni terashite). Meaning: according to; in view of; in light of ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td>に照らして</td></tr></tbody></table>",Example #1彼は社則に照らして処分された。hintromajiEnglishかれはしゃそくにてらしてしょぶんされた。kare wa shasoku ni terashite shobun sareta.He was punished according to company rules.,Example #2犯罪は全て法に照らして裁かれる。hintromajiEnglishはんざいはすべてほうにてらしてさばかれる。hanzai wa subete hou ni terashite sabaka reru.All crimes are judged in the light of the law.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e7%85%a7%e3%82%89%e3%81%97%e3%81%a6-%e3%81%ab%e3%81%a6%e3%82%89%e3%81%97%e3%81%a6-ni-terashite-meaning/
ni todomarazu,にとどまらず,Learn Japanese grammar: (ni todomarazu). Meaning: not limited to; not only… but also ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (dictionary form)</td><td rowspan=""4"">にとどまらず（～も）</td></tr><tr><td>Noun +（である）</td></tr><tr><td>な-adjective + である</td></tr><tr><td>い-adjective + だけ</td></tr></tbody></table>","Example #1母のケーキ作りは単なる趣味にとどまらず、自分の店を開くまでになった。hintromajiEnglishははのケーキつくりはたんなるしゅみにとどまらず、じぶんのみせをひらくまでになった。haha no keeki tsukuri wa tan naru shumi ni todomarazu, jibun no mise o hiraku made ni natta.Making cakes for my mother was more than just a hobby, I even opened my own shop.","Example #2アニメや漫画は日本にとどまらず、海外でも多くのファンを増やしている。hintromajiEnglishアニメやまんがはにほんにとどまらず、かいがいでもおおくのファンをふやしている。anime ya manga wa nihon ni todomarazu, kaigai demo ooku no fan o fuyashite iru.Anime and manga are gaining a lot of fans not only in Japan but also overseas.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%a8%e3%81%a9%e3%81%be%e3%82%89%e3%81%9a-ni-todomarazu-meaning/
ni wa muri ga aru,には無理がある（にはむりがある）,difficult to do; is unreasonable / unrealistic / impossible,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%af%e7%84%a1%e7%90%86%e3%81%8c%e3%81%82%e3%82%8b-%e3%81%ab%e3%81%af%e3%82%80%e3%82%8a%e3%81%8c%e3%81%82%e3%82%8b-ni-wa-muri-ga-aru-meaning/
ni yorazu,によらず,Learn Japanese grammar: (ni yorazu). Meaning: regardless of ~. This is the negative form of .,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td>によらず</td></tr></tbody></table>","Example #1性別、年齢によらず、条件に当てはまる方であれば誰でもいいです。hintromajiEnglishせいべつ、ねんれいによらず、じょうけんにあてはまるかたであればだれでもいいです。seibetsu, nenrei ni yorazu, jouken ni ate wa maru kata de areba dare demo ii desu.Anyone who meets the conditions is welcome, regardless of gender or age.","Example #2この学習書はレベルによらず役に立つので買ったほうがいいでしょう。hintromajiEnglishこのがくしゅうしょはレベルによらずやくにたつのでかったほうがいいでしょう。kono gakushuusho wa reberu ni yorazu yaku ni tatsu node katta hou ga ii deshou.This study book is useful regardless of level, so you should buy it.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%82%88%e3%82%89%e3%81%9a-ni-yorazu-meaning/
ni~o kasanete,に～を重ねて（に～をかさねて）,"success after continuous (effort, work, adjustments, etc.)",<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%ef%bd%9e%e3%82%92%e9%87%8d%e3%81%ad%e3%81%a6-ni-o-kasanete-meaning/
nimo hodo ga aru,にもほどがある,there is a limit to what is acceptable; to go too far,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%82%82%e7%a8%8b%e3%81%8c%e3%81%82%e3%82%8b-%e3%81%ab%e3%82%82%e3%81%bb%e3%81%a9%e3%81%8c%e3%81%82%e3%82%8b-nimo-hodo-ga-aru-meaning/
nimo mashite,にも増して（にもまして）,more than…; above ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%82%82%e5%a2%97%e3%81%97%e3%81%a6-%e3%81%ab%e3%82%82%e3%81%be%e3%81%97%e3%81%a6-nimo-mashite-meaning/
niwa ataranai,には当たらない（にはあたらない）,it’s not worth; there’s no need to; does not correspond to ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%af%e5%bd%93%e3%81%9f%e3%82%89%e3%81%aa%e3%81%84-%e3%81%ab%e3%81%af%e3%81%82%e3%81%9f%e3%82%89%e3%81%aa%e3%81%84-niwa-ataranai-meaning/
niwa oyobanai,には及ばない（にはおよばない）,there is no need to; unnecessary; no match for ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ab%e3%81%af%e5%8f%8a%e3%81%b0%e3%81%aa%e3%81%84-%e3%81%ab%e3%81%af%e3%81%8a%e3%82%88%e3%81%b0%e3%81%aa%e3%81%84-niwa-oyobanai-meaning/
no itari,の至り（のいたり）,utmost; extremely ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ae%e8%87%b3%e3%82%8a-%e3%81%ae%e3%81%84%e3%81%9f%e3%82%8a-no-itari-meaning/
no kiwami,の極み（のきわみ）,utmost; extremely ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ae%e6%a5%b5%e3%81%bf-no-kiwami-meaning/
no nan notte,のなんのって,Learn Japanese grammar: (no nan notte). Meaning: extremely ~ (cannot be expressed in words). This expresses the meaning “status in extreme degree.” It is usually...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual)</td><td rowspan=""2"">のなんの（って）</td></tr><tr><td>Adjective</td></tr></tbody></table>","Example #1このカレーは辛いのなんのって、全然食べられなかった。hintromajiEnglishこのカレーはからいのなんのって、ぜんぜんたべられなかった。kono karee wa karai no nan notte, zenzen taberarenakatta.The curry was incredibly spicy, I couldn't eat it all.",Example #2この映画は怖いのなんのって。昨夜私は眠れなくなったほどだ。hintromajiEnglishこのえいがはこわいのなんのって。さくやわたしはねむれなくなったほどだ。kono eiga wa kowai no nan notte. sakuya watashi wa nemurenaku natta hodo da.This movie is very scary. So scary that I couldn’t sleep last night.,https://jlptsensei.com/learn-japanese-grammar/%e3%81%ae%e3%81%aa%e3%82%93%e3%81%ae%e3%81%a3%e3%81%a6-no-nan-notte-meaning/
no yara / mono yara / koto yara,のやら / ものやら / ことやら,Learn Japanese grammar: (no yara / mono yara / koto yara). Meaning: I wonder…; unsure; I don’t know ~. This expresses the doubt of the...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual form)</td><td rowspan=""4"">のやら<br/>ものやら<br/>ことやら</td></tr><tr><td>Noun + な</td></tr><tr><td>な-adjective + な</td></tr><tr><td>い-adjective</td></tr></tbody></table>",Example #1今の不景気はいつまで続くのやら？hintromajiEnglishいまのふけいきはいつまでつづくのやら？ima no fukeiki wa itsumade tudzuku no yara?I wonder how long this current economic slump will continue.,"Example #2息子は大学を卒業したのに、仕事もせずに何をやっているのやら。hintromajiEnglishむすこはだいがくをそつぎょうしたのに、しごともせずになにをやっているのやら。musuko wa daigaku o sotsugyou shita no ni, shigoto mo sezu ni nani o yatteiru no yara.Even though my son has graduated from university, he isn't working. I wonder what he is doing.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%ae%e3%82%84%e3%82%89-%e3%82%82%e3%81%ae%e3%82%84%e3%82%89-%e3%81%93%e3%81%a8%e3%82%84%e3%82%89-no-yara-mono-yara-koto-yara-meaning/
no yara~no yara,のやら～のやら,Learn Japanese grammar: (no yara~no yara). Meaning: or ~ (I don’t know). This expresses the speakers uncertainty or ability to make a decision / judgement....,"<table class=""table table-bordered table-sm usage""><tbody><tr class=""alert-secondary""><td colspan=""2"">[A]のやら + [B]のやら</td></tr><tr><td>Verb (casual form)</td><td rowspan=""3"">のやら</td></tr><tr><td>な-adjective + な</td></tr><tr><td>い-adjective</td></tr></tbody></table>",Example #1彼はバスに間に合ったのやら間に合わなかったのやら．．．hintromajiEnglishかれはバスにまにあったのやらまにあわなかったのやら．．．kare wa basu ni ma ni atta no yara ma ni awanakatta no yara...I wonder if he made it in time or not for the bus...,"Example #2このカレーは辛すぎて、美味しいのやら美味しくないのやら分からない。hintromajiEnglishこのカレーはからすぎて、おいしいのやらおいしくないのやらわからない。kono karee wa karasugite, oishii no yara oishikunai no yara wakaranai.This curry is too spicy I can't tell whether it tastes good or not.",https://jlptsensei.com/learn-japanese-grammar/%e3%81%ae%e3%82%84%e3%82%89%ef%bd%9e%e3%81%ae%e3%82%84%e3%82%89-no-yara-no-yara/
o fumaete,を踏まえて（をふまえて）,Learn Japanese grammar: 【をふまえて】(o fumaete). Meaning: to be based on; to take into account ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td>を踏まえて</td></tr></tbody></table>",Example #1集めたデータを踏まえてレポートを作成します。hintromajiEnglishあつめたデータをふまえてレポートをさくせいします。atsumeta deeta o fumaete repooto o sakusei shimasu.I will create a report based on the collected data.,Example #2あなたはそれを踏まえて何か良い提案がありますか。hintromajiEnglishあなたはそれをふまえてなにかよいていあんがありますか。anata wa sore o fumaete nani ka yoi teian ga arimasu ka.Do you have any good suggestions based on that?,https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e8%b8%8f%e3%81%be%e3%81%88%e3%81%a6-%e3%82%92%e3%81%b5%e3%81%be%e3%81%88%e3%81%a6-o-fumaete-meaning/
o hete,を経て（をへて）,through; by way of; after; via ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e7%b5%8c%e3%81%a6-%e3%82%92%e3%81%b8%e3%81%a6-o-hete-meaning/
o hikaete,を控えて（をひかえて）,to be soon; the time has come to; nearby; ahead of ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e6%8e%a7%e3%81%88%e3%81%a6-%e3%82%92%e3%81%b2%e3%81%8b%e3%81%88%e3%81%a6-o-hikaete-meaning/
o ii koto ni,をいいことに,Learn Japanese grammar: (o ii koto ni). Meaning: to take advantage of ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Verb (casual, non-past) + の</td><td rowspan=""4"">をいいことに</td></tr><tr><td>Noun + (であるの)</td></tr><tr><td>な-adjective + なの</td></tr><tr><td>い-adjective + の</td></tr></tbody></table>",Example #1私は夏休みであるのをいいことに外国を旅行する。hintromajiEnglishわたしはなつやすみであるのをいいことにかいがいをりょこうする。watashi wa natsuyasumi dearu no o ii koto ni gaikoku o ryokou suru.I took advantage of summer vacation to travel abroad.,"Example #2先生がいないのをいいことに朝の授業をサボった。hintromajiEnglishせんせいがいないのをいいことにあさのじゅぎょうをサボった。sensei ga inai no o ii koto ni asa no jugyou o sabotta.Taking advantage of the teacher's absence, I skipped morning class.",https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e3%81%84%e3%81%84%e3%81%93%e3%81%a8%e3%81%ab-o-ii-koto-ni-meaning/
o kaerimizu / mo kaerimizu,を顧みず / も顧みず（をかえりみず / もかえりみず）,despite; without considering; not worrying about; regardless of ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e9%a1%a7%e3%81%bf%e3%81%9a-%e3%82%82%e9%a1%a7%e3%81%bf%e3%81%9a-%e3%82%92%e3%81%8b%e3%81%88%e3%82%8a%e3%81%bf%e3%81%9a-mo-kaerimizu-meaning/
o kagiri ni,を限りに（をかぎりに）,Learn Japanese grammar: 【をかぎりに】(o kagiri ni). Meaning: starting from; the last time (ending a continued action).,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td>を限りに<br/>限りで</td></tr></tbody></table>","Example #1今日を限りに酒をやめることにした。hintromajiEnglishきょうをかぎりにさけをやめることにした。kyou o kagiri ni sake o yameru koto ni shita.From today, I've decided to quit alcohol.","Example #2今学期を限りに、私はこの学校を辞めます。hintromajiEnglishこんがっきをかぎりに、わたしはこのがっこうをやめます。kongakki o kagiri ni, watashi wa kono gakkou o yamemasu.Starting from this semester, I will be quitting this school.",https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e9%99%90%e3%82%8a%e3%81%ab-o-kagiri-ni-meaning/
o kanete,を兼ねて（をかねて）,also for the purpose of ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e5%85%bc%e3%81%ad%e3%81%a6-%e3%82%92%e3%81%8b%e3%81%ad%e3%81%a6-o-kanete-meaning/
o kawakiri ni,を皮切りに（をかわきりに）,one after another; starting with ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e7%9a%ae%e5%88%87%e3%82%8a%e3%81%ab-%e3%82%92%e3%81%8b%e3%82%8f%e3%81%8d%e3%82%8a%e3%81%ab-o-kawakiri-ni-meaning/
o ki ni,を機に（をきに）,as an opportunity/chance to ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e6%a9%9f%e3%81%ab-%e3%82%92%e3%81%8d%e3%81%ab-o-ki-ni-meaning/
o kinji enai,を禁じ得ない（をきんじえない）,Learn Japanese grammar: 【をきんじえない】(o kinji enai). Meaning: can’t help but; can’t refrain from ~.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td>を禁じ得ない</td></tr></tbody></table>","Example #1彼の不幸な人生には、同情を禁じえない。hintromajiEnglishかれのふこうなじんせいには、どうじょうをきんじえない。kare no fukou na jinsei ni wa, doujou o kinji enai.I can't help but feel sympathy for his unfortunate circumstances.","Example #2彼女の身の上話を聞いて、涙を禁じえない。hintromajiEnglishかのじょのみのうえばなしをきいて、なみだをきんじえない。kanojo no mi no uebanashi o kiite, namida o kinji enai.I can't help crying when hearing her story.",https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e7%a6%81%e3%81%98%e5%be%97%e3%81%aa%e3%81%84-%e3%82%92%e3%81%8d%e3%82%93%e3%81%98%e3%81%88%e3%81%aa%e3%81%84-o-kinji-enai-meaning/
o mono tomo sezuni,をものともせずに,in defiance of; not losing to / afraid / worrying about ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e3%82%82%e3%81%ae%e3%81%a8%e3%82%82%e3%81%9b%e3%81%9a%e3%81%ab-o-mono-tomo-sezuni-meaning/
o motte / o mochimashite,をもって / をもちまして,Learn Japanese grammar: (o motte / o mochimashite). Meaning: by means of; with; on / at / as of (time)​. There are 2 main meanings:...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td>をもって<br/>をもちまして</td></tr></tbody></table>","Example #1彼女の実力をもってすれば、成功するだろう。hintromajiEnglishかのじょのじつりょくをもってすれば、せいこうするだろう。kanojo no jitsuryoku o motte sureba, seikou suru darou.With her abilities, she will likely succeed.","Example #2最新技術をもってすればその開発も難しくないだろう。hintromajiEnglishさいしんぎじゅつをもってすればそのかいはつもむずかしくないだろう。saishin gijutsu o motte sureba sono kaihatsu mo muzukashikunai darou.With the latest technology, its development will not be difficult.",https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e3%82%82%e3%81%a3%e3%81%a6-%e3%82%92%e3%82%82%e3%81%a1%e3%81%be%e3%81%97%e3%81%a6-o-motte-o-mochimashite-meaning/
o oite~nai,をおいて～ない,"only; can only be; there is no alternative, only ~",<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/jlpt-n1-grammar-%e3%82%92%e3%81%8a%e3%81%84%e3%81%a6%ef%bd%9e%e3%81%aa%e3%81%84-o-oitenai-meaning/
o oshite / o oshikitte,を押して / を押し切って（をおして / をおしきって）,to overcome (opposition); to push past ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e6%8a%bc%e3%81%97%e3%81%a6-%e3%82%92%e6%8a%bc%e3%81%97%e5%88%87%e3%81%a3%e3%81%a6-%e3%82%92%e3%81%8a%e3%81%97%e3%81%8d%e3%81%a3%e3%81%a6-o-oshite-o-oshikitte-meaning/
o sakai ni,を境に（をさかいに）,since ~ (indicates a large change before & after),<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e5%a2%83%e3%81%ab%e3%81%97%e3%81%a6-%e3%82%92%e3%81%95%e3%81%8b%e3%81%84%e3%81%ab-o-sakai-ni-meaning/
o yogi naku sareru,を余儀なくされる（をよぎなくされる）,Learn Japanese grammar: 【をよぎなくされる】(o yogi naku sareru). Meaning: to be forced to do something because one has no other choice; to be forced to do...,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td>を余儀なくされる<br/>を余儀なくされた<br/>を余儀なくされている</td></tr></tbody></table>","Example #1その試合は雨のため、延期を余儀なくされた。hintromajiEnglishそのしあいはあめのため、えんきをよぎなくされた。sono shiai wa ame no tame, enki o yoginaku sareta.Due to the rain, the game had to be postponed.","Example #2大きなミスをしたため、彼は辞職を余儀なくされた。hintromajiEnglishおおきなミスをしたため、かれはじしょくをよぎなくされた。ookina misu o shita tame, kare wa jishoku o yoginaku sareta.He was forced to resign because he made a big mistake.",https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e4%bd%99%e5%84%80%e3%81%aa%e3%81%8f%e3%81%95%e3%82%8c%e3%82%8b-%e3%82%92%e3%82%88%e3%81%8e%e3%81%aa%e3%81%8f%e3%81%95%e3%82%8c%e3%82%8b-o-yogi-naku-sareru-meaning/
o yoso ni,をよそに,despite; without regards to ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e3%82%88%e3%81%9d%e3%81%ab-o-yoso-ni-meaning/
o zentei toshite,を前提として（をぜんていとして）,Learn Japanese grammar: 【をぜんていとして】(o zentei toshite). Meaning: with the intention to; on the condition / assumption ~. This may also be used as 「を前提に（して）」＆「前提で」.,"<table class=""table table-bordered table-sm usage""><tbody><tr><td>Noun</td><td>を前提として<br/>を前提に（して）<br/>前提で</td></tr></tbody></table>",Example #1私たちは結婚を前提として交際しています。hintromajiEnglishわたしたちはけっこんをぜんていとしてこうさいしています。watashi tachi wa kekkon o zentei toshite kousai shite imasu.We are dating with intent of marriage.,Example #2私の企画は君の協力を前提としている。hintromajiEnglishわたしのきかくはきみのきょうりょくをぜんていとしている。watashi no kikaku wa kimi no kyouryoku o zentei to shiteiru.My plan depends on the condition of your cooperation.,https://jlptsensei.com/learn-japanese-grammar/%e3%82%92%e5%89%8d%e6%8f%90%e3%81%a8%e3%81%97%e3%81%a6-o-zentei-toshite-meaning/
omoi o suru,思いをする（おもいをする）,to think; to feel ~,<em>(no usage table)</em>,,,https://jlptsensei.com/learn-japanese-grammar/%e6%80%9d%e3%81%84%e3%82%92%e3%81%99%e3%82%8b-%e3%81%8a%e3%82%82%e3%81%84%e3%82%92%e3%81%99%e3%82%8b-omoi-o-suru-meaning/
